id,timing,target,condition,cond_option,ability,ability_option
1333,on_this_use,none,none,me.isVenge=1,draw,count=2
1334,on_this_use,self,none,me.isGreedy=0,debuff,add=-2/-2
1335,on_this_use,none,none,me.isGreedy=0,draw,count=2
1336,on_this_destroy,me_hand_0_all,none,none,discard,none
1337,on_this_destroy,me_hand_6_random,none,none,discard,none
1338,on_this_use,me_field_1_index_[type:1|9],none,me.field[type:1|9].count>0,damage,damage=6
1339,on_this_use,me_leader_0_all_[type:0],none,me.field[type:1|9].count=0,damage,damage=6
1340,on_this_use,all_leader_0_all_[type:0],none,none,damage,damage=1
1341,on_this_use,none,leader.turn_give_op_leader_damage,me.isChase=1,summon,id=910061101&count=1
1342,on_this_use,me_field_1_random_[type:1|9],none,none,damage,damage=3
1343,on_this_use,op_field_1_random_[type:1|9],none,none,damage,damage=3
1344,on_this_use,me_field_1_index_[type:1|9],none,none,damage,appendix=1345&damage=3
1345,on_this_use,me_field_1_random_[type:1|9],none,none,buff,until=turn_end&add=3/0
1346,on_turn_end,self,leader.turn_give_op_leader_damage,me.isMyTurn=1&effect.source.where=2&me.isChase=1,set_cost,add=-1
1347,on_this_use,none,none,none,summon,appendix=1348&id=910061101&count=1
1348,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=1
1349,on_this_use,none,none,none,draw,count=1
1350,on_turn_start,me_leader_0_all_[type:0],none,me.isMyTurn=1&effect.source.where=5,heal,heal=1
1351,on_this_use,self,none,me.isGreedy=1,set_countdown,add=1
1352,on_this_destroy,none,none,none,draw,count=1
1353,on_turn_end,self,none,effect.source.where=5&me.isVenge=1,remove_effect,timing=all
1354,on_turn_end,self,none,effect.source.where=5&me.isVenge=1,remove_effect,timing=all
1355,on_this_use,self,none,me.field[id:910061101].count>0,set_keyword,keyword=1
1356,on_this_use,none,leader.turn_give_op_leader_damage,me.isChase=1,get_token,id=110061203&count=1
1357,on_this_use,none,none,none,draw,count=1&filter=[craft:6][type:1|9]
1358,on_this_use,self,leader.turn_give_op_leader_damage,me.isChase=1,set_value,id=effect.target.all.base.evolveCost&value=0
1359,on_this_evolve_with_ep,me_leader_0_all_[type:0],none,none,damage,damage=2
1360,on_this_evolve_with_ep,op_field_1_index_[type:1|9],none,none,damage,damage=2
1361,on_this_use,self,none,me.isVenge=1,buff,add=1/0
1362,on_this_use,self,none,me.isVenge=1,set_keyword,keyword=6
1363,on_this_use,me_leader_0_all_[type:0],none,none,damage,damage=3
1364,on_this_use,none,leader.abuse,me.leader.abuse[GTE]10,get_token,appendix=1365&id=110102202&count=1
1365,on_this_use,sourceEffect.target_hand_0_all,none,none,set_cost,set=0
1366,on_this_use,me_hand_4_index+other,none,me.isGreedy=1,discard,none
1367,on_this_use,self,none,me.isGreedy=1,buff,add=4/2
1368,on_this_use,op_field_1_index_[type:1|9],leader.turn_give_op_leader_damage,me.isChase=1,destroy,none
1369,on_this_use,op_field_1_index_[type:1|9][atk:5|-2],none,none,vanish,none
1370,on_this_use,none,none,none,draw,who=op&count=2
1371,on_this_attack,none,none,none,draw,who=op&count=2
1372,on_after_this_attack,self,none,me.isMyTurn=1&effect.source.where=5&sourceEffect.target.op[type:1|9].count>0,add_effect,until=turn_end&id=1496
1373,on_this_use,none,none,none,summon,id=910061101&count=1
1374,on_this_use,me_token_1_index,leader.turn_draw_cards,me.isEager=1,choose,appendix=1375&token=910162201/910162202
1375,on_this_use,sourceEffect.target_none_0_all,none,none,get_token,hide=true
1376,on_this_use,me_field_1_index_[type:1|9][craft:6],none,none,set_keyword,until=op_turn_end&keyword=5
1377,on_this_use,none,none,none,draw,count=1
1378,on_this_use,none,none,none,draw,appendix=1379&count=3
1379,on_this_use,sourceEffect.target_hand_0_all,none,none,set_cost,until=op_turn_end&add=3
1380,on_this_use,me_field_1_index_[type:1|9],none,me.isVenge=0,damage,appendix=1381&damage=3
1381,on_this_use,me_leader+field_0_all+other[sourceEffect.target]_[type:0|1|9],none,none,heal,heal=3
1382,on_this_use,me_hand_1_index+other,none,none,discard,none
1383,on_this_use,all_field_2_random_[type:1|9],none,none,damage,damage=3
1384,on_this_use,me_leader_0_all_[type:0],none,me.isGreedy=1,heal,heal=4
1385,on_this_use,me_field_0_all_[id:910061101],none,none,buff,add=2/1
1386,on_this_use,none,none,none,accelerate,accelerate=3&id=810162201
1387,on_this_use,self,none,me.isVenge=0,damage,damage=2
1388,on_turn_end,none,leader.turn_give_op_leader_damage,me.isMyTurn=1&effect.source.where=5&me.isChase=1,summon,id=910061101&count=1
1389,on_other_use,all_leader_0_all_[type:0],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:2]=1,damage,damage=1
1390,on_this_use,none,none,none,draw,count=2
1391,on_this_use,none,none,none,draw,who=op&count=2
1392,on_this_use,none,none,none,summon,appendix=1393&id=910061101&count=2
1393,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=1
1394,on_this_use,none,leader.turn_give_op_leader_damage,me.isChase=1,summon,appendix=1395&id=910061101&count=2
1395,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=1
1396,on_destroy,self,none,effect.source.where=5&sourceEffect.target.first.current[IF][type:1|9]=1,buff,add=2/0
1397,on_turn_end,self,leader.turn_give_op_leader_damage,me.isMyTurn=1&effect.source.where=2&me.isChase=1,set_cost,add=-1
1398,on_this_use,none,none,none,draw,count=2
1399,on_this_use,op_leader+field_0_all_[type:0|1|9],leader.turn_give_op_leader_damage,me.isChase=0,damage,damage=1
1400,on_this_use,none,leader.turn_give_op_leader_damage,me.isChase=1,get_token,id=910163101&count=1
1401,on_turn_start,none,none,me.isMyTurn=1&effect.source.where=5&me.isVenge=1,get_token,id=110162203&count=1
1402,on_turn_end,me_hand_1_random+sort[cost:max],none,me.isMyTurn=1&effect.source.where=5&me.isGreedy=1,discard,none
1403,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5&me.isGreedy=1,draw,count=2
1404,on_turn_end,self,none,me.isMyTurn=1&effect.source.where=5&me.isGreedy=0,vanish,none
1405,on_this_use,none,leader.turn_draw_cards,me.isEager=1\me.isGreedy=1,draw,count=2
1406,on_this_use,none,none,none,get_token,id=110161201&count=2
1407,on_this_use,me_leader_0_all_[type:0],none,none,damage,damage=5
1408,on_this_use,self,none,me.isVenge=0,damage,damage=3
1409,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=3
1410,on_this_destroy,op_leader_0_all_[type:0],none,me.isVenge=1,damage,damage=3
1411,on_this_use,none,none,none,accelerate,accelerate=3&id=810163201
1412,on_turn_end,self,none,me.isMyTurn=1&effect.source.where=5,buff,until=op_turn_end&add=1/0
1413,on_other_evolve,me_leader_0_all_[type:0],none,effect.source.where=5,heal,heal=1
1414,on_this_defense,me_field_1_random_[type:3][keyword:18],none,effect.source.where=5,set_countdown,add=-1
1415,on_turn_end,self,none,me.isMyTurn=1&effect.source.where=5&me.field[type:3].count>0,buff,add=1/0
1416,on_this_destroy,none,none,none,summon,id=110171301&count=1
1417,on_this_use,self,none,effect.source.where=2&me.hand.count<op.hand.count\effect.source.where[NOT]2&me.hand.count+1<op.hand.count,set_keyword,keyword=2
1418,on_this_use,me_hand_1_index+other,none,effect.source.where=2&me.hand.count>op.hand.count\effect.source.where[NOT]2&me.hand.count+1>op.hand.count,discard,appendix=1419&type=vanish
1419,on_this_use,op_field_1_random_[type:1|9],none,none,damage,damage=2
1420,on_turn_end,self,none,me.isMyTurn=1&effect.source.where=5,buff,until=op_turn_end&add=2/0
1421,on_this_destroy,none,none,none,get_token,id=110071203&count=1
1422,on_this_use,op_field_1_random_[type:1|9],none,none,damage,damage=3
1423,on_this_use,self,none,op.field[type:9].count>0,set_keyword,keyword=4
1424,on_this_use,self,none,op.field[type:9].count>0,set_keyword,keyword=2
1425,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=2
1426,on_this_use,me_field_1_index_[type:3][keyword:18],none,none,set_countdown,add=-1
1427,on_this_use,none,none,none,draw,count=2
1428,on_this_use,me_hand_1_index+other,none,effect.source.where=2&me.hand.count>op.hand.count\effect.source.where[NOT]2&me.hand.count+1>op.hand.count,discard,appendix=1429&type=vanish
1429,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=2
1430,on_this_destroy,none,none,none,summon,id=910071104&count=1
1431,on_this_destroy,none,none,none,summon,id=910071108&count=1
1432,on_this_use,none,none,none,draw,count=1
1433,on_this_destroy,op_field_1_random_[type:1|9],none,none,destroy,none
1434,on_this_destroy,none,none,none,summon,id=910071105&count=1
1435,on_other_attack,sourceEffect.me_field_1_first_[type:1|9],none,effect.source.where=5&sourceEffect.source.isMe=1&sourceEffect.source.current[IF][type:1|9][keyword:1|4]=1,buff,add=1/1
1436,on_turn_start,me_leader_0_all_[type:0],none,me.isMyTurn=1&effect.source.where=5,heal,heal=2
1437,on_this_destroy,none,none,effect.source.action.isAttackFinished=0,get_token,id=110071203&count=1
1438,on_this_use,self,none,me.field[type:3].count[GTE]2,set_keyword,keyword=2
1439,on_this_use,self,none,none,buff,enhance=6&add=2/4
1440,on_before_this_damage,self,none,op.isMyTurn=1,set_damage,add=-1
1441,on_this_use,none,none,effect.source.where=2&me.hand.count<op.hand.count\effect.source.where[NOT]2&me.hand.count+1<op.hand.count,summon,id=110071301&count=1
1442,on_this_use,me_hand_1_index+other,none,effect.source.where=2&me.hand.count>op.hand.count\effect.source.where[NOT]2&me.hand.count+1>op.hand.count,discard,appendix=1443&type=vanish
1443,on_this_use,none,none,none,summon,id=110172104&count=1
1444,on_this_defense,sourceEffect.op_field_1_first_[type:1|9],none,effect.source.where=5&sourceEffect.op[type:1|9].first.current[IF][hp:3|-2]=1,destroy,none
1445,on_this_use,none,none,none,summon,id=910172302&count=2
1446,on_turn_end,op_field_1_random_[type:1|9],none,me.isMyTurn=1&effect.source.where=5,damage,appendix=1447&damage=2
1447,on_turn_end,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,until=op_turn_end&keyword=29
1448,on_this_use,none,none,none,accelerate,accelerate=2&id=810172201
1449,on_this_destroy,none,none,none,summon,id=910172301&count=1
1450,on_other_attack,sourceEffect.op_field_1_first_[type:1|9],none,effect.source.where=5&sourceEffect.source.isOp=1&sourceEffect.source.current[IF][type:1|9]=1&sourceEffect.target.isMe=1&sourceEffect.target.first.current[IF][type:0]=1,damage,damage=1
1451,on_this_use,none,none,none,summon,id=910172301&count=1
1452,on_this_use,me_field_1_index_[type:1|9],none,none,heal,heal=2
1453,on_this_use,none,none,me.field[type:3].count>0,draw,count=1
1454,on_this_use,op_field_0_all_[type:1|9],none,none,damage,damage=1
1455,on_this_use,me_field_0_all_[type:3][keyword:18],none,none,set_countdown,add=-1
1456,on_this_use,me_field_1_index_[type:3],none,none,index,appendix=1457
1457,on_this_use,all_field_0_all_[type:1|9],none,none,damage,damage=sourceEffect.target.first.current.initCost
1458,on_turn_end,me_leader_0_all_[type:0],none,me.isMyTurn=1&effect.source.where=5&me.field[type:3].count-me.field[id:110172301].count>0,heal,heal=1
1459,on_this_destroy,op_field_0_all_[type:1|9][hp:2|-2],none,none,vanish,none
1460,on_this_use,none,none,none,summon,id=910071106&count=1
1461,on_this_destroy,none,none,none,summon,id=910071106&count=1
1462,on_this_evolve_with_ep,op_field_1_index_[type:1|9],none,none,damage,damage=me.field[type:3].count
1463,on_heal,none,none,me.isMyTurn=1&effect.source.where=5&sourceEffect.target.me[type:0].count>0,summon,id=910071101&count=1
1464,on_this_evolve_with_ep,me_leader_0_all_[type:0],none,none,heal,heal=3
1465,on_other_evolve,sourceEffect.target_field_1_first_[type:9],none,effect.source.where=5&sourceEffect.target.first.isOp=1,damage,damage=3
1466,on_this_use,self,none,me.field[type:3].count>0,set_keyword,keyword=5
1467,on_destroy,none,none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:3]=1,summon,id=910172101&count=1
1468,on_this_use,me_field_1_index_[type:3][keyword:18],none,none,set_countdown,add=-2
1469,on_this_use,none,none,effect.source.where=2&me.hand.count<op.hand.count\effect.source.where[NOT]2&me.hand.count+1<op.hand.count,draw,count=3
1470,on_this_use,me_hand_1_index+other,none,effect.source.where=2&me.hand.count>op.hand.count\effect.source.where[NOT]2&me.hand.count+1>op.hand.count,discard,appendix=1471&type=vanish
1471,on_this_use,none,none,none,summon,id=910071103&count=1
1472,on_other_summon,sourceEffect.target_field_1_first_[type:1|9],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9]=1,buff,add=2/2
1473,on_other_summon,sourceEffect.target_field_1_first_[type:1|9],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9]=1,set_keyword,keyword=2
1474,on_this_destroy,none,none,none,summon,id=910173301&count=1
1475,on_this_use,all_field_0_all_[type:1|9],none,none,destroy,none
1476,on_this_use,self,none,me.field[type:1|9].count=0,set_countdown,add=-1
1477,on_this_destroy,none,none,none,summon,appendix=1478&id=910071107&count=1
1478,on_this_destroy,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=2
1479,on_heal,self,none,effect.source.where=5&sourceEffect.target.me[type:0].count>0,set_countdown,add=-1
1480,on_this_destroy,none,none,none,summon,id=910173101&count=1
1481,on_this_destroy,none,none,none,summon,id=110173302&count=1
1482,on_this_use,none,none,effect.source.where=2&me.hand.count<op.hand.count\effect.source.where[NOT]2&me.hand.count+1<op.hand.count,get_token,id=910174201&count=1
1483,on_this_use,none,none,effect.source.where=2&me.hand.count>op.hand.count\effect.source.where[NOT]2&me.hand.count+1>op.hand.count,get_token,id=910174202&count=1
1484,on_this_use,none,none,none,draw,count=2
1485,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=2
1486,on_this_use,me_hand_1_index+other,none,none,discard,type=vanish
1487,on_this_use,op_field_1_index_[type:1|9],none,none,vanish,none
1488,on_destroy,me_leader_0_all_[type:0],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9]=1,heal,heal=1
1489,on_this_use,none,none,none,summon,id=910174101/910174102&count=1/1
1490,on_this_evolve_with_ep,me_token_1_index,none,none,choose,appendix=1491&token=910174101/910174102
1491,on_this_evolve_with_ep,sourceEffect.target_none_0_all,none,none,summon,where=target
1492,on_this_destroy,none,none,none,summon,id=910174103&count=1
1493,on_this_destroy,none,none,none,summon,id=110174301&count=1
1494,on_this_destroy,sourceEffect.target_field_0_all_[type:3][keyword:18],none,none,set_countdown,add=-1
1495,on_turn_end,self,none,me.isMyTurn=1&effect.source.where=5,heal,heal=2
1496,resident,self,none,none,set_value,id=effect.target.me[type:1|9].first.action.maxAttackChance&value=2
1497,on_this_use,all_field_1_index_[type:1|9],none,me.isVenge=1,damage,appendix=1381&damage=3
1498,resident,self,none,none,set_value,id=effect.target.me[type:1|9].first.action.maxAttackChance&value=2
1499,on_turn_end,self,none,me.isMyTurn=1,vanish,none
1500,on_this_destroy,none,none,none,get_token,id=910184101&count=1
1501,on_turn_end,self,none,effect.source.where=5&me.isMyTurn=1&me.isReson=1,buff,add=1/0
1502,on_this_destroy,op_leader_0_all_[type:0],none,none,damage,damage=effect.source.current.atk
1503,on_this_use,self,none,me.isReson=1,set_keyword,keyword=6
1504,on_this_use,me_hand_1_index+other_[type:1|9][trait:4],none,me.hand[type:1|9][trait:4].count>0,draw,count=1&filter=[id:effect.target.first.base.id]
1505,on_this_destroy,none,none,none,summon,field=op&id=110181105&count=1
1506,on_this_destroy,none,none,none,summon,id=110181105&count=1
1507,on_this_use,me_hand_1_index+other_[type:1|9][initCost:3|-2][excludeId:110181106],none,none,get_token,hide=true&id=effect.target.first.base.id&count=1
1508,on_this_use,op_leader_0_all_[type:0],none,me.isReson=1,damage,damage=2
1509,on_this_use,self,none,none,buff,enhance=8&add=2/2
1510,on_this_use,op_leader+field_0_all_[type:0|1|9],none,me.isReson=1,damage,enhance=8&damage=2
1511,on_this_use,me_field_1_index_[type:1|9],none,none,add_deck,id=effect.target.first.base.id&count=3
1512,on_this_attack,self,none,me.isReson=1&sourceEffect.target.op[type:1|9].count>0,add_effect,id=1513&description=下一次受到的傷害轉變為0。
1513,on_before_this_damage,self,none,none,set_damage,autoRemove=true&set=0
1514,on_this_use,none,none,none,draw,appendix=1515&count=1&filter=[type:1|9]
1515,on_this_use,sourceEffect.target_hand_0_all_[type:1|9][trait:4],none,none,summon,where=hand
1516,on_turn_start,none,none,me.isMyTurn=1&effect.source.where=5,draw,appendix=1705&count=1
1517,on_this_use,all_field_1_index_[type:1|9],none,none,add_effect,id=1518&description=自己的回合開始時，抽取1張卡片。隨後，使這個從者失去所有能力。
1518,on_turn_start,none,none,me.isMyTurn=1&effect.source.where=5,draw,appendix=1704&count=1
1519,on_this_destroy,none,none,none,summon,id=910081104&count=2
1520,on_this_use,me_hand_1_index+other_[id:910081101],none,none,add_effect,id=1521&keyword=7/19&description=[ffbb00]入場曲[-] 如果[ffbb00]共鳴[-]狀態未發動，則會抽取1張卡片
1521,on_this_use,none,none,me.isReson=0,draw,count=1
1522,on_this_use,me_field_1_index_[type:1|9][trait:4],none,none,damage,damage=3
1523,on_this_use,op_field_1_random_[type:1|9],none,none,damage,damage=3
1524,on_this_use,me_field_1_index_[type:1|9][trait:4],none,none,get_token,appendix=1525&id=effect.target.first.base.id&count=1
1525,on_this_use,sourceEffect.target_hand_0_all_[type:1|9][trait:4],none,none,add_deck,appendix=1526
1526,on_this_use,none,none,none,summon,enhance=6&id=sourceEffect.target.first.base.id&count=1
1527,on_this_use,none,none,none,draw,count=2&filter=[type:1|9][trait:4]
1528,on_this_use,me_deck_1_random_[type:1|9][trait:4][cost:5|-2],none,none,summon,where=deck
1529,on_this_evolve_with_ep,me_field_1_index+other_[type:1|9],none,none,set_value,appendix=1530&id=effect.source.option[tmpAtk]&value=effect.target.first.current.atk
1530,on_this_evolve_with_ep,sourceEffect.field_0_all_[type:1|9],none,none,set_value,appendix=1531&id=effect.source.option[tmpHp]&value=sourceEffect.target.first.current.hp
1531,on_this_evolve_with_ep,none,none,none,get_token,appendix=1532&id=910081101&count=1
1532,on_this_evolve_with_ep,sourceEffect.target_hand_0_all,none,none,set_buff,atk=effect.source.option[tmpAtk]&hp=effect.source.option[tmpHp]
1533,on_this_use,self,none,me.hand[id:910081101].count=0,add_effect,id=1534&keyword=8&description=[ffbb00]謝幕曲[-] 增加1張[ffbb00]懸絲傀儡[-]到手牌中
1534,on_this_destroy,none,none,none,get_token,id=910081101&count=1
1535,on_this_use,self,none,me.hand[id:910081101].count>0,set_keyword,keyword=2
1536,on_this_destroy,none,none,me.hand.count[GTE]4,get_token,id=910081101&count=1
1537,on_this_destroy,none,none,me.hand.count[LTE]3,get_token,id=910081101/110182103&count=1/1
1538,on_this_use,me_hand_1_index_[type:1|9],none,none,add_effect,id=1539&keyword=8&description=[ffbb00]謝幕曲[-] 增加1張[ffbb00]懸絲傀儡[-]到手牌中
1539,on_this_destroy,none,none,none,get_token,id=910081101&count=1
1540,on_this_evolve_with_ep,all_field_0_all+other_[type:1|9],none,none,remove_effect,timing=all
1541,on_this_destroy,none,none,none,add_deck,position=top&id=910081106&count=1
1542,on_this_use,none,none,none,add_deck,id=910182101&count=1
1543,on_this_destroy,none,none,none,draw,count=2
1544,on_this_destroy,me_field_1_random_[id:910081101],none,none,transform,id=110182108
1545,on_this_use,me_grave_1_first+sort[cost:max]+distinct_[type:1|9][trait:4],none,enhance[10]=0,summon,where=grave&pool=2
1546,on_this_use,me_grave_2_first+sort[cost:max]+distinct_[type:1|9][trait:4],none,enhance[10]=1,summon,enhance=10&where=grave&pool=2
1547,on_this_use,none,none,none,summon,id=910081105&count=2
1548,on_this_destroy,none,none,none,draw,count=2&filter=[type:1|9][trait:4]
1549,on_this_use,all_field_1_index_[type:1|9],none,none,set_buff,atk=4&hp=4
1550,on_this_use,op_field_1_index_[type:1|9][hp:3|-2],none,none,vanish,none
1551,on_this_use,none,none,none,get_token,id=910081101&count=1
1552,on_turn_end,me_field_0_all_[id:910081101],none,none,remove_effect,timing=all
1553,on_this_use,none,none,none,summon,id=910081101&count=4
1554,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=4
1555,on_this_attack,op_field_0_all_[type:1|9],none,none,damage,damage=2
1556,on_this_destroy,none,none,none,get_token,id=910081101&count=2
1557,on_this_destroy,none,none,none,add_deck,id=910183101&count=1
1558,on_this_use,op_field_1_index_[type:1|9],none,none,set_buff,appendix=1559&atk=3&hp=3
1559,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,remove_effect,timing=all
1560,on_this_use,none,none,none,add_deck,id=910081103/910081104/910081105/910081106&count=1/1/1/1
1561,on_this_evolve_with_ep,none,none,none,draw,count=1&filter=[type:1|9][trait:4]
1562,on_this_use,self,none,me.isReson=1,set_value,id=effect.target.all.base.evolveCost&value=0
1563,on_turn_end,me_hand_0_all_[id:910081101][type:1|9],none,effect.source.where=5&me.isMyTurn=1,buff,add=1/0
1564,on_this_use,none,none,none,get_token,id=910081101&count=1
1565,on_this_use,self,none,none,set_keyword,until=op_turn_end&keyword=5
1566,on_this_use,me_field_2_index+other_[type:1|9],none,me.field[type:1|9].count[GTE]2,destroy,appendix=1567
1567,on_this_use,none,none,none,summon,id=910183103&count=1
1568,on_this_destroy,me_leader_0_all_[type:0],none,none,add_effect,id=1569&description=下個自己的回合開始時，召喚2個[ffbb00]懸絲傀儡[-]到戰場上
1569,on_turn_start,none,none,me.isMyTurn=1,summon,autoRemove=true&id=910081101&count=2
1570,on_this_destroy,none,none,none,add_deck,id=910183102&count=1
1571,on_this_use,me_hand_0_all_[id:910081101],none,me.hand[id:910081101].count>0,discard,appendix=1572&type=vanish
1572,on_this_use,sourceEffect.target_grave_0_all,none,none,set_value,appendix=1573&id=effect.source.option[tmpCount]&value=sourceEffect.target.count
1573,on_this_use,none,none,none,get_token,appendix=1574&id=910081101&count=1
1574,on_this_use,sourceEffect.target_hand_0_all_[type:1|9],none,none,set_buff,atk=effect.source.option[tmpCount]&hp=effect.source.option[tmpCount]
1575,on_this_use,none,none,none,draw,appendix=1576&count=4&filter=[type:1|9][trait:4]
1576,on_this_use,me_leader_0_all_[type:0],none,none,set_pp,add=sourceEffect.target.count
1577,on_other_summon,sourceEffect.target_field_1_first_[type:1|9][craft:8],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][craft:8]=1,remove_effect,timing=all
1578,on_this_use,me_hand_3_first+other+sort[cost:min]_[type:1|9],none,none,transform,id=910184101
1579,on_this_use,all_field_0_all+other_[type:1|9],none,none,set_buff,appendix=1580&atk=2&hp=2
1580,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,remove_effect,timing=all
1581,on_this_use,me_hand_0_all+other_[id:910081101][cost:0],none,none,set_cost,appendix=1582&hide=false&add=1
1582,on_this_use,sourceEffect.target_hand_0_all_[type:1|9],none,none,set_keyword,keyword=1
1583,on_this_use,none,none,none,get_token,id=110021202&count=1
1584,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=1
1585,on_this_use,me_leader+field_1_index_[type:0|1|9],none,none,heal,heal=2
1586,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,keyword=4
1587,on_this_use,me_field_1_index_[type:1|9],none,none,buff,add=1/1
1588,on_this_destroy,none,none,none,get_token,id=910021201&count=1
1589,on_this_evolve_with_ep,me_token_1_index,none,none,choose,appendix=1590&token=110071203/110171303
1590,on_this_evolve_with_ep,sourceEffect.target_none_0_all,none,none,get_token,hide=true
1591,on_this_use,me_field_1_index+other_[type:1|9],none,none,buff,add=1/1
1592,on_this_use,self,none,me.field[trait:2].count>0,set_keyword,keyword=1
1593,on_this_use,self,none,none,buff,enhance=5&add=3/3
1594,on_this_use,self,none,me.isUnion=1,buff,add=2/2
1595,on_turn_end,none,none,effect.source.where=5&me.isMyTurn=1&me.isUnion=0,random,pdf=1/1&effect=1598/1599
1596,on_turn_end,none,none,effect.source.where=5&me.isMyTurn=1&me.isUnion=1,draw,count=1
1597,on_turn_end,none,none,effect.source.where=5&me.isMyTurn=1&me.isUnion=1,summon,id=910021103&count=1
1598,on_turn_end,none,none,none,draw,count=1
1599,on_turn_end,none,none,none,summon,id=910021103&count=1
1600,on_this_use,self,none,me.field[trait:2].count>0,set_keyword,keyword=1
1601,on_this_use,me_field_1_index+other_[type:1|9],none,none,heal,heal=effect.target.first.buff.damage
1602,on_this_use,op_field_1_index_[type:1|3|9],none,none,destroy,none
1603,on_this_evolve_with_ep,op_field_1_index_[type:1|3|9],none,none,destroy,none
1604,on_this_use,none,none,none,summon,id=110121112&count=2
1605,on_other_destroy,op_field_0_all_[type:1|9],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9]=1,damage,damage=1
1606,on_this_use,none,none,none,summon,id=910021101&count=1
1607,on_this_use,me_token_1_index,none,me.isUnion=1,choose,appendix=1608&token=910121201/910121202
1608,on_this_use,sourceEffect.target_none_0_all,none,none,get_token,hide=true
1609,on_this_use,me_field_1_index_[type:1|9],none,none,buff,appendix=1610&add=1/0
1610,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=4
1611,on_this_use,op_field_0_all_[type:1|9],none,none,damage,damage=1
1612,on_this_use,none,none,none,summon,id=910021101&count=2
1613,on_this_use,none,none,none,get_token,id=random[910021201~910021204]&count=1
1614,on_this_use,me_field_0_all_[type:1|9],none,none,set_keyword,keyword=5
1615,on_turn_end,self,none,effect.source.where=2&me.isMyTurn=1&me.isUnion=1,set_cost,add=-1
1616,on_this_use,me_field_0_all_[type:1|9],none,none,buff,add=1/1
1617,on_this_destroy,none,none,none,summon,id=910021106&count=1
1618,on_this_destroy,me_field_0_all_[type:1|9],none,none,buff,add=1/1
1619,on_this_attack,op_field_1_random_[type:1|9],none,me.isUnion=1,damage,damage=2
1620,on_this_use,op_field_0_all_[type:1|9],none,none,damage,enhance=5&damage=2
1621,on_this_use,none,none,none,get_token,enhance=5&id=random[910021201~910021204]&count=1
1622,on_other_summon,self,none,effect.source.where=5&effect.source.current[IF][type:1|9][trait:2]=1&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][trait:2]=1,set_trait,appendix=1623&modify=remove&trait=2
1623,on_other_summon,self,none,none,set_trait,trait=1
1624,on_other_summon,self,none,effect.source.where=5&effect.source.current[IF][type:1|9][trait:1]=1&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][trait:1]=1,set_trait,appendix=1625&modify=remove&trait=1
1625,on_other_summon,self,none,none,set_trait,trait=2
1626,on_this_evolve_with_ep,me_field_1_index_[type:1|9],none,effect.source.current[IF][type:1|9][trait:2]=1,buff,add=1/1
1627,on_this_evolve_with_ep,self,none,effect.source.current[IF][type:1|9][trait:1]=1,set_keyword,keyword=3
1628,on_this_evolve_with_ep,self,none,effect.source.current[IF][type:1|9][trait:1]=1,set_keyword,keyword=2
1629,on_this_use,none,none,op.field[type:1|9].count>me.field[type:1|9].count,summon,id=910021101&count=1
1630,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=2
1631,on_this_evolve_with_ep,none,none,me.isUnion=0,get_token,id=910122208&count=1
1632,on_this_evolve_with_ep,none,none,me.isUnion=1,get_token,id=910122208&count=2
1633,on_this_use,op_field_1_index_[type:1|9],none,enhance[7]=1,damage,enhance=7&damage=4
1634,on_this_defense,me_field_0_all_[type:1|9],none,effect.source.where=5,heal,heal=1
1635,on_this_defense,op_field_0_all_[type:1|9],none,effect.source.where=5,damage,damage=1
